GeneID	Phylostratum
WBGene00007076	13
WBGene00007080	1
WBGene00007081	8
WBGene00007082	7
WBGene00007083	12
WBGene00007085	13
WBGene00007087	9
WBGene00007088	4
WBGene00007089	2
WBGene00007090	11
WBGene00007091	12
WBGene00007092	7
WBGene00007093	11
WBGene00007094	11
WBGene00007096	4
WBGene00007097	9
WBGene00007099	1
WBGene00007100	1
WBGene00007101	2
WBGene00007102	1
WBGene00007103	1
WBGene00007104	4
WBGene00007105	1
WBGene00007106	1
WBGene00007107	1
WBGene00007108	1
WBGene00007109	11
WBGene00007110	1
WBGene00007111	2
WBGene00007112	2
WBGene00007113	1
WBGene00007114	1
WBGene00007115	2
WBGene00007116	2
WBGene00007117	1
WBGene00007118	2
WBGene00007119	1
WBGene00007122	2
WBGene00007123	12
WBGene00007124	0
WBGene00007125	0
WBGene00007126	2
WBGene00007127	12
WBGene00007128	2
WBGene00007129	1
WBGene00007130	3
WBGene00007131	12
WBGene00007132	12
WBGene00007133	0
WBGene00007134	12
WBGene00007135	1
WBGene00007136	11
WBGene00007137	1
WBGene00007138	4
WBGene00007139	2
WBGene00007140	2
WBGene00007141	1
WBGene00007142	1
WBGene00007143	3
WBGene00007144	1
WBGene00007145	1
WBGene00007146	2
WBGene00007148	5
WBGene00007149	8
WBGene00007150	1
WBGene00007152	4
WBGene00007153	4
WBGene00007154	2
WBGene00007155	3
WBGene00007156	5
WBGene00007158	0
WBGene00007159	11
WBGene00007162	12
WBGene00007163	12
WBGene00007164	12
WBGene00007166	12
WBGene00007167	2
WBGene00007168	2
WBGene00007169	2
WBGene00007170	1
WBGene00007171	2
WBGene00007172	1
WBGene00007173	13
WBGene00007174	1
WBGene00007175	2
WBGene00007176	1
WBGene00007177	6
WBGene00007178	4
WBGene00007179	13
WBGene00007180	2
WBGene00007182	11
WBGene00007183	2
WBGene00007184	1
WBGene00007185	3
WBGene00007186	2
WBGene00007187	2
WBGene00007188	1
WBGene00007189	2
WBGene00007190	2
WBGene00007191	2
WBGene00007192	1
WBGene00007193	9
WBGene00007194	1
WBGene00007195	2
WBGene00007196	5
WBGene00007197	1
WBGene00007200	2
WBGene00007201	1
WBGene00007202	1
WBGene00007203	2
WBGene00007204	2
WBGene00007206	2
WBGene00007207	2
WBGene00007208	2
WBGene00007209	2
WBGene00007210	2
WBGene00007211	13
WBGene00007212	2
WBGene00007213	0
WBGene00007214	2
WBGene00007215	1
WBGene00007216	1
WBGene00007217	1
WBGene00007218	0
WBGene00007219	4
WBGene00007220	13
WBGene00007221	2
WBGene00007222	5
WBGene00007223	1
WBGene00007224	2
WBGene00007225	2
WBGene00007226	1
WBGene00007227	2
WBGene00007228	5
WBGene00007229	4
WBGene00007230	12
WBGene00007231	0
WBGene00007232	0
WBGene00007233	0
WBGene00007234	1
WBGene00007235	1
WBGene00007236	3
WBGene00007237	1
WBGene00007239	2
WBGene00007240	0
WBGene00007241	12
WBGene00007242	2
WBGene00007243	7
WBGene00007244	2
WBGene00007245	2
WBGene00007246	7
WBGene00007247	7
WBGene00007248	1
WBGene00007249	11
WBGene00007250	7
WBGene00007251	7
WBGene00007252	2
WBGene00007253	3
WBGene00007254	2
WBGene00007255	2
WBGene00007256	2
WBGene00007257	7
WBGene00007258	1
WBGene00007259	0
WBGene00007260	2
WBGene00007261	1
WBGene00007262	2
WBGene00007264	2
WBGene00007265	0
WBGene00007266	3
WBGene00007267	1
WBGene00007268	2
WBGene00007269	2
WBGene00007270	9
WBGene00007271	0
WBGene00007273	7
WBGene00007274	2
WBGene00007275	11
WBGene00007277	1
WBGene00007278	9
WBGene00007279	10
WBGene00007281	0
WBGene00007282	9
WBGene00007283	10
WBGene00007284	1
WBGene00007285	6
WBGene00007286	4
WBGene00007287	1
WBGene00007288	12
WBGene00007289	1
WBGene00007290	1
WBGene00007291	4
WBGene00007292	1
WBGene00007293	0
WBGene00007294	0
WBGene00007295	2
WBGene00007296	2
WBGene00007297	1
WBGene00007299	9
WBGene00007301	7
WBGene00007302	2
WBGene00007303	1
WBGene00007304	4
WBGene00007305	2
WBGene00007306	13
WBGene00007307	13
WBGene00007308	2
WBGene00007309	13
WBGene00007310	2
WBGene00007311	8
WBGene00007312	1
WBGene00007313	9
WBGene00007314	2
WBGene00007315	0
WBGene00007316	7
WBGene00007317	4
WBGene00007319	12
WBGene00007320	11
WBGene00007321	2
WBGene00007322	11
WBGene00007323	13
WBGene00007324	7
WBGene00007325	3
WBGene00007326	2
WBGene00007327	0
WBGene00007328	11
WBGene00007329	4
WBGene00007330	1
WBGene00007331	11
WBGene00007332	5
WBGene00007333	1
WBGene00007334	10
WBGene00007335	11
WBGene00007336	5
WBGene00007337	8
WBGene00007338	2
WBGene00007339	2
WBGene00007340	6
WBGene00007341	0
WBGene00007342	0
WBGene00007343	1
WBGene00007344	1
WBGene00007345	5
WBGene00007346	2
WBGene00007347	3
WBGene00007348	12
WBGene00007349	2
WBGene00007350	2
WBGene00007351	1
WBGene00007352	1
WBGene00007353	2
WBGene00007354	2
WBGene00007355	1
WBGene00007356	13
WBGene00007357	2
WBGene00007358	2
WBGene00007359	9
WBGene00007360	12
WBGene00007361	2
WBGene00007362	8
WBGene00007363	1
WBGene00007364	1
WBGene00007365	9
WBGene00007366	9
WBGene00007367	11
WBGene00007368	1
WBGene00007369	2
WBGene00007370	5
WBGene00007372	1
WBGene00007374	2
WBGene00007375	2
WBGene00007377	0
WBGene00007378	11
WBGene00007381	12
WBGene00007382	8
WBGene00007383	8
WBGene00007384	2
WBGene00007385	2
WBGene00007386	2
WBGene00007387	1
WBGene00007388	1
WBGene00007389	2
WBGene00007390	2
WBGene00007391	8
WBGene00007392	13
WBGene00007393	13
WBGene00007394	2
WBGene00007395	2
WBGene00007396	2
WBGene00007397	2
WBGene00007398	2
WBGene00007399	8
WBGene00007400	1
WBGene00007401	13
WBGene00007402	1
WBGene00007403	4
WBGene00007404	2
WBGene00007405	7
WBGene00007406	13
WBGene00007407	11
WBGene00007408	2
WBGene00007409	1
WBGene00007410	11
WBGene00007411	6
WBGene00007412	1
WBGene00007413	1
WBGene00007414	8
WBGene00007415	8
WBGene00007416	0
WBGene00007417	5
WBGene00007418	13
WBGene00007419	1
WBGene00007420	4
WBGene00007421	5
WBGene00007422	3
WBGene00007423	12
WBGene00007424	5
WBGene00007425	1
WBGene00007426	1
WBGene00007427	10
WBGene00007428	1
WBGene00007429	2
WBGene00007430	0
WBGene00007431	12
WBGene00007432	9
WBGene00007433	1
WBGene00007434	1
WBGene00007435	1
WBGene00007436	2
WBGene00007437	5
WBGene00007438	1
WBGene00007439	11
WBGene00007440	2
WBGene00007441	12
WBGene00007442	12
WBGene00007443	2
WBGene00007444	1
WBGene00007445	9
WBGene00007446	2
WBGene00007447	12
WBGene00007448	1
WBGene00007449	2
WBGene00007450	6
WBGene00007452	12
WBGene00007453	12
WBGene00007454	12
WBGene00007455	3
WBGene00007456	12
WBGene00007457	6
WBGene00007458	11
WBGene00007459	13
WBGene00007460	12
WBGene00007462	2
WBGene00007463	1
WBGene00007464	1
WBGene00007465	13
WBGene00007466	12
WBGene00007467	13
WBGene00007469	13
WBGene00007470	13
WBGene00007471	13
WBGene00007472	13
WBGene00007473	13
WBGene00007474	2
WBGene00007476	2
WBGene00007478	8
WBGene00007479	1
WBGene00007480	1
WBGene00007482	4
WBGene00007483	3
WBGene00007484	9
WBGene00007486	2
WBGene00007487	2
WBGene00007488	1
WBGene00007489	11
WBGene00007490	2
WBGene00007492	2
WBGene00007493	2
WBGene00007494	3
WBGene00007495	2
WBGene00007496	3
WBGene00007497	6
WBGene00007499	7
WBGene00007500	2
WBGene00007501	1
WBGene00007502	2
WBGene00007503	5
WBGene00007504	4
WBGene00007505	1
WBGene00007506	10
WBGene00007507	1
WBGene00007508	1
WBGene00007509	1
WBGene00007511	7
WBGene00007512	4
WBGene00007513	2
WBGene00007514	1
WBGene00007515	3
WBGene00007516	2
WBGene00007517	2
WBGene00007518	2
WBGene00007520	2
WBGene00007521	11
WBGene00007522	2
WBGene00007523	13
WBGene00007525	5
WBGene00007528	1
WBGene00007529	1
WBGene00007530	3
WBGene00007531	2
WBGene00007533	5
WBGene00007534	1
WBGene00007535	1
WBGene00007536	2
WBGene00007537	4
WBGene00007538	5
WBGene00007540	11
WBGene00007541	4
WBGene00007542	5
WBGene00007543	4
WBGene00007544	4
WBGene00007545	4
WBGene00007546	8
WBGene00007547	8
WBGene00007548	2
WBGene00007549	1
WBGene00007550	7
WBGene00007551	2
WBGene00007552	1
WBGene00007553	2
WBGene00007554	1
WBGene00007555	1
WBGene00007556	1
WBGene00007557	2
WBGene00007558	12
WBGene00007559	4
WBGene00007560	5
WBGene00007561	1
WBGene00007562	1
WBGene00007563	7
WBGene00007564	1
WBGene00007565	1
WBGene00007567	0
WBGene00007569	13
WBGene00007570	13
WBGene00007571	13
WBGene00007572	11
WBGene00007573	9
WBGene00007574	2
WBGene00007576	1
WBGene00007577	8
WBGene00007579	1
WBGene00007580	2
WBGene00007581	1
WBGene00007583	2
WBGene00007584	1
WBGene00007585	2
WBGene00007586	2
WBGene00007587	1
WBGene00007588	1
WBGene00007589	3
WBGene00007590	1
WBGene00007591	2
WBGene00007592	1
WBGene00007593	2
WBGene00007594	2
WBGene00007595	2
WBGene00007597	8
WBGene00007598	2
WBGene00007599	2
WBGene00007600	2
WBGene00007601	2
WBGene00007602	2
WBGene00007603	1
WBGene00007604	6
WBGene00007605	3
WBGene00007606	2
WBGene00007607	2
WBGene00007608	4
WBGene00007609	4
WBGene00007610	8
WBGene00007611	4
WBGene00007613	2
WBGene00007614	1
WBGene00007615	7
WBGene00007616	2
WBGene00007617	1
WBGene00007618	5
WBGene00007619	9
WBGene00007620	1
WBGene00007621	2
WBGene00007622	1
WBGene00007623	1
WBGene00007624	1
WBGene00007625	1
WBGene00007626	1
WBGene00007627	1
WBGene00007628	1
WBGene00007629	11
WBGene00007630	2
WBGene00007631	2
WBGene00007632	8
WBGene00007633	6
WBGene00007635	1
WBGene00007637	2
WBGene00007638	13
WBGene00007639	7
WBGene00007640	7
WBGene00007641	7
WBGene00007642	0
WBGene00007643	1
WBGene00007644	11
WBGene00007645	2
WBGene00007646	1
WBGene00007647	7
WBGene00007648	10
WBGene00007649	10
WBGene00007650	3
WBGene00007651	1
WBGene00007652	1
WBGene00007653	2
WBGene00007655	0
WBGene00007656	13
WBGene00007657	12
WBGene00007658	13
WBGene00007659	12
WBGene00007660	12
WBGene00007661	13
WBGene00007662	13
WBGene00007664	1
WBGene00007666	2
WBGene00007668	1
WBGene00007669	3
WBGene00007670	2
WBGene00007672	13
WBGene00007673	13
WBGene00007674	6
WBGene00007675	13
WBGene00007678	13
WBGene00007679	1
WBGene00007680	2
WBGene00007681	2
WBGene00007682	13
WBGene00007683	1
WBGene00007684	1
WBGene00007685	2
WBGene00007686	1
WBGene00007687	2
WBGene00007688	2
WBGene00007689	4
WBGene00007690	1
WBGene00007691	2
WBGene00007692	2
WBGene00007693	2
WBGene00007694	1
WBGene00007695	2
WBGene00007696	1
WBGene00007697	2
WBGene00007698	2
WBGene00007699	1
WBGene00007700	1
WBGene00007701	4
WBGene00007702	2
WBGene00007703	1
WBGene00007704	1
WBGene00007705	1
WBGene00007707	1
WBGene00007708	2
WBGene00007709	1
WBGene00007710	1
WBGene00007711	1
WBGene00007712	1
WBGene00007713	0
WBGene00007714	2
WBGene00007716	12
WBGene00007717	6
WBGene00007718	1
WBGene00007719	0
WBGene00007720	6
WBGene00007722	2
WBGene00007723	3
WBGene00007724	13
WBGene00007725	13
WBGene00007726	13
WBGene00007727	13
WBGene00007728	13
WBGene00007729	10
WBGene00007730	1
WBGene00007731	2
WBGene00007732	2
WBGene00007733	2
WBGene00007734	2
WBGene00007735	2
WBGene00007736	1
WBGene00007739	2
WBGene00007740	2
WBGene00007741	1
WBGene00007742	1
WBGene00007743	2
WBGene00007744	1
WBGene00007745	2
WBGene00007746	1
WBGene00007747	11
WBGene00007748	11
WBGene00007749	11
WBGene00007750	1
WBGene00007751	2
WBGene00007752	1
WBGene00007753	1
WBGene00007755	1
WBGene00007756	1
WBGene00007757	2
WBGene00007758	2
WBGene00007759	2
WBGene00007760	1
WBGene00007761	2
WBGene00007762	12
WBGene00007763	1
WBGene00007764	1
WBGene00007765	9
WBGene00007766	13
WBGene00007768	13
WBGene00007769	13
WBGene00007770	13
WBGene00007771	0
WBGene00007772	2
WBGene00007773	13
WBGene00007774	1
WBGene00007775	5
WBGene00007776	1
WBGene00007777	2
WBGene00007778	2
WBGene00007779	2
WBGene00007780	1
WBGene00007784	1
WBGene00007785	7
WBGene00007786	2
WBGene00007787	2
WBGene00007788	8
WBGene00007789	8
WBGene00007791	3
WBGene00007792	8
WBGene00007793	8
WBGene00007794	8
WBGene00007795	8
WBGene00007796	7
WBGene00007797	11
WBGene00007799	1
WBGene00007800	5
WBGene00007801	2
WBGene00007802	1
WBGene00007804	5
WBGene00007805	12
WBGene00007806	12
WBGene00007807	7
WBGene00007808	2
WBGene00007809	8
WBGene00007810	1
WBGene00007811	1
WBGene00007812	1
WBGene00007813	1
WBGene00007816	6
WBGene00007817	3
WBGene00007818	7
WBGene00007819	2
WBGene00007820	9
WBGene00007822	9
WBGene00007823	2
WBGene00007824	2
WBGene00007825	3
WBGene00007826	2
WBGene00007827	7
WBGene00007829	2
WBGene00007831	12
WBGene00007832	12
WBGene00007833	2
WBGene00007834	7
WBGene00007835	2
WBGene00007836	2
WBGene00007837	12
WBGene00007840	7
WBGene00007841	12
WBGene00007844	11
WBGene00007846	2
WBGene00007847	12
WBGene00007848	1
WBGene00007849	2
WBGene00007850	13
WBGene00007851	7
WBGene00007852	0
WBGene00007853	12
WBGene00007854	2
WBGene00007855	0
WBGene00007856	3
WBGene00007857	5
WBGene00007858	12
WBGene00007859	2
WBGene00007860	1
WBGene00007861	7
WBGene00007862	2
WBGene00007863	11
WBGene00007864	7
WBGene00007865	12
WBGene00007866	11
WBGene00007867	11
WBGene00007868	12
WBGene00007869	12
WBGene00007871	12
WBGene00007872	9
WBGene00007873	9
WBGene00007874	12
WBGene00007875	9
WBGene00007876	11
WBGene00007877	1
WBGene00007878	2
WBGene00007880	1
WBGene00007881	5
WBGene00007882	3
WBGene00007883	2
WBGene00007885	3
WBGene00007886	1
WBGene00007887	12
WBGene00007888	2
WBGene00007890	8
WBGene00007891	4
WBGene00007892	6
WBGene00007893	5
WBGene00007894	0
WBGene00007895	0
WBGene00007896	0
WBGene00007897	2
WBGene00007898	11
WBGene00007900	0
WBGene00007901	13
WBGene00007903	2
WBGene00007904	1
WBGene00007905	9
WBGene00007906	0
WBGene00007907	5
WBGene00007908	3
WBGene00007909	7
WBGene00007910	7
WBGene00007911	4
WBGene00007912	1
WBGene00007913	5
WBGene00007914	2
WBGene00007916	2
WBGene00007917	1
WBGene00007918	1
WBGene00007919	5
WBGene00007920	3
WBGene00007921	0
WBGene00007922	1
WBGene00007923	1
WBGene00007924	1
WBGene00007925	1
WBGene00007926	1
WBGene00007927	1
WBGene00007928	7
WBGene00007929	1
WBGene00007930	3
WBGene00007931	2
WBGene00007932	7
WBGene00007933	3
WBGene00007934	2
WBGene00007935	1
WBGene00007937	12
WBGene00007938	1
WBGene00007939	11
WBGene00007941	1
WBGene00007942	1
WBGene00007943	10
WBGene00007944	1
WBGene00007945	2
WBGene00007946	7
WBGene00007947	3
WBGene00007948	2
WBGene00007949	10
WBGene00007950	7
WBGene00007951	2
WBGene00007952	1
WBGene00007953	1
WBGene00007954	2
WBGene00007955	1
WBGene00007956	1
WBGene00007957	3
WBGene00007958	5
WBGene00007959	1
WBGene00007960	13
WBGene00007961	2
WBGene00007963	1
WBGene00007964	1
WBGene00007965	1
WBGene00007966	2
WBGene00007967	1
WBGene00007969	1
WBGene00007970	0
WBGene00007971	1
WBGene00007972	1
WBGene00007973	10
WBGene00007974	2
WBGene00007975	2
WBGene00007976	11
WBGene00007977	2
WBGene00007978	8
WBGene00007979	1
WBGene00007980	2
WBGene00007981	2
WBGene00007982	2
WBGene00007983	2
WBGene00007984	1
WBGene00007985	7
WBGene00007986	0
WBGene00007987	2
WBGene00007988	2
WBGene00007989	13
WBGene00007990	13
WBGene00007991	2
WBGene00007992	13
WBGene00007993	1
WBGene00007994	1
WBGene00007995	1
WBGene00007996	4
WBGene00007997	2
WBGene00007999	2
WBGene00008000	2
WBGene00008001	8
WBGene00008002	5
WBGene00008003	7
WBGene00008005	9
WBGene00008006	1
WBGene00008007	0
WBGene00008008	1
WBGene00008009	12
WBGene00008010	4
WBGene00008012	13
WBGene00008014	12
WBGene00008015	12
WBGene00008016	12
WBGene00008017	12
WBGene00008018	1
WBGene00008019	1
WBGene00008020	7
WBGene00008021	2
WBGene00008022	2
WBGene00008023	0
WBGene00008024	0
WBGene00008025	0
WBGene00008027	1
WBGene00008028	1
WBGene00008029	1
WBGene00008030	1
WBGene00008031	4
WBGene00008032	2
WBGene00008033	5
WBGene00008034	1
WBGene00008035	2
WBGene00008036	0
WBGene00008037	0
WBGene00008038	8
WBGene00008039	3
WBGene00008040	2
WBGene00008041	1
WBGene00008042	11
WBGene00008043	8
WBGene00008044	8
WBGene00008045	2
WBGene00008047	3
WBGene00008050	4
WBGene00008051	4
WBGene00008052	1
WBGene00008053	1
WBGene00008054	9
WBGene00008056	13
WBGene00008057	11
WBGene00008058	12
WBGene00008059	12
WBGene00008061	7
WBGene00008062	8
WBGene00008063	11
WBGene00008064	4
WBGene00008065	2
WBGene00008066	13
WBGene00008067	13
WBGene00008068	13
WBGene00008069	13
WBGene00008070	13
WBGene00008071	13
WBGene00008072	4
WBGene00008073	2
WBGene00008074	4
WBGene00008075	5
WBGene00008076	2
WBGene00008077	4
WBGene00008078	1
WBGene00008079	2
WBGene00008080	6
WBGene00008081	2
WBGene00008082	2
WBGene00008084	1
WBGene00008085	13
WBGene00008086	13
WBGene00008088	13
WBGene00008089	3
WBGene00008090	1
WBGene00008091	2
WBGene00008092	2
WBGene00008093	1
WBGene00008094	1
WBGene00008095	1
WBGene00008096	2
WBGene00008097	3
WBGene00008099	4
WBGene00008100	12
WBGene00008101	12
WBGene00008102	4
WBGene00008105	9
WBGene00008106	11
WBGene00008107	1
WBGene00008110	4
WBGene00008111	13
WBGene00008113	12
WBGene00008114	2
WBGene00008117	2
WBGene00008118	7
WBGene00008119	1
WBGene00008120	2
WBGene00008121	1
WBGene00008122	1
WBGene00008123	4
WBGene00008124	1
WBGene00008125	4
WBGene00008126	6
WBGene00008127	2
WBGene00008128	2
WBGene00008129	0
WBGene00008130	13
WBGene00008131	1
WBGene00008132	1
WBGene00008133	1
WBGene00008134	1
WBGene00008136	1
WBGene00008137	1
WBGene00008138	13
WBGene00008139	10
WBGene00008140	1
WBGene00008141	2
WBGene00008142	2
WBGene00008143	1
WBGene00008144	2
WBGene00008145	13
WBGene00008146	4
WBGene00008147	1
WBGene00008148	2
WBGene00008149	1
WBGene00008150	2
WBGene00008151	1
WBGene00008152	12
WBGene00008153	2
WBGene00008154	11
WBGene00008155	9
WBGene00008156	12
WBGene00008157	13
WBGene00008158	13
WBGene00008159	6
WBGene00008160	2
WBGene00008161	6
WBGene00008162	6
WBGene00008163	13
WBGene00008164	1
WBGene00008165	1
WBGene00008166	1
WBGene00008167	7
WBGene00008168	2
WBGene00008169	0
WBGene00008170	12
WBGene00008171	11
WBGene00008172	0
WBGene00008173	9
WBGene00008174	11
WBGene00008175	10
WBGene00008176	6
WBGene00008177	12
WBGene00008178	12
WBGene00008180	2
WBGene00008183	1
WBGene00008184	11
WBGene00008185	13
WBGene00008186	13
WBGene00008187	10
WBGene00008188	11
WBGene00008190	11
WBGene00008191	2
WBGene00008194	4
WBGene00008195	12
WBGene00008196	13
WBGene00008197	13
WBGene00008198	12
WBGene00008199	7
WBGene00008200	7
WBGene00008201	8
WBGene00008202	8
WBGene00008203	9
WBGene00008204	0
WBGene00008205	1
WBGene00008206	12
WBGene00008207	8
WBGene00008208	12
WBGene00008209	4
WBGene00008210	13
WBGene00008211	5
WBGene00008212	11
WBGene00008213	8
WBGene00008214	1
WBGene00008215	2
WBGene00008216	11
WBGene00008217	12
WBGene00008218	2
WBGene00008219	11
WBGene00008220	1
WBGene00008221	2
WBGene00008222	2
WBGene00008223	1
WBGene00008224	1
WBGene00008225	1
WBGene00008226	4
WBGene00008227	2
WBGene00008228	2
WBGene00008229	2
WBGene00008230	1
WBGene00008231	8
WBGene00008232	2
WBGene00008233	2
WBGene00008234	5
WBGene00008235	8
WBGene00008236	2
WBGene00008237	1
WBGene00008238	1
WBGene00008239	1
WBGene00008240	11
WBGene00008241	11
WBGene00008242	12
WBGene00008243	13
WBGene00008244	4
WBGene00008245	4
WBGene00008246	6
WBGene00008247	5
WBGene00008248	5
WBGene00008249	5
WBGene00008250	5
WBGene00008251	5
WBGene00008252	2
WBGene00008254	2
WBGene00008255	12
WBGene00008256	2
WBGene00008257	1
WBGene00008258	1
WBGene00008259	4
WBGene00008260	1
WBGene00008261	8
WBGene00008262	2
WBGene00008263	2
WBGene00008265	2
WBGene00008266	6
WBGene00008267	6
WBGene00008268	2
WBGene00008269	6
WBGene00008270	2
WBGene00008271	7
WBGene00008272	7
WBGene00008273	2
WBGene00008274	1
WBGene00008275	1
WBGene00008277	1
WBGene00008278	1
WBGene00008279	0
WBGene00008280	1
WBGene00008281	2
WBGene00008283	5
WBGene00008284	2
WBGene00008285	5
WBGene00008286	9
WBGene00008287	7
WBGene00008288	1
WBGene00008289	13
WBGene00008290	3
WBGene00008291	6
WBGene00008292	2
WBGene00008293	2
WBGene00008294	4
WBGene00008295	13
WBGene00008296	2
WBGene00008297	2
WBGene00008298	2
WBGene00008299	4
WBGene00008300	3
WBGene00008301	13
WBGene00008302	10
WBGene00008303	2
WBGene00008304	2
WBGene00008307	2
WBGene00008308	2
WBGene00008309	2
WBGene00008310	12
WBGene00008311	2
WBGene00008312	11
WBGene00008313	7
WBGene00008314	2
WBGene00008315	5
WBGene00008316	1
WBGene00008317	1
WBGene00008318	2
WBGene00008319	0
WBGene00008320	2
WBGene00008321	10
WBGene00008322	11
WBGene00008323	11
WBGene00008324	11
WBGene00008326	0
WBGene00008327	12
WBGene00008330	1
WBGene00008331	2
WBGene00008332	2
WBGene00008333	2
WBGene00008334	2
WBGene00008335	2
WBGene00008336	2
WBGene00008338	2
WBGene00008339	1
WBGene00008340	9
WBGene00008341	1
WBGene00008342	2
WBGene00008343	4
WBGene00008344	1
WBGene00008345	1
WBGene00008346	2
WBGene00008348	2
WBGene00008352	12
WBGene00008353	12
WBGene00008354	1
WBGene00008355	11
WBGene00008356	7
WBGene00008357	7
WBGene00008358	7
WBGene00008359	7
WBGene00008360	7
WBGene00008361	2
WBGene00008362	1
WBGene00008363	5
WBGene00008364	1
WBGene00008365	8
WBGene00008366	1
WBGene00008367	1
WBGene00008368	2
WBGene00008369	5
WBGene00008370	1
WBGene00008371	1
WBGene00008372	9
WBGene00008375	2
WBGene00008376	4
WBGene00008377	9
WBGene00008378	9
WBGene00008379	1
WBGene00008380	1
WBGene00008381	12
WBGene00008382	1
WBGene00008383	9
WBGene00008384	12
WBGene00008385	4
WBGene00008386	1
WBGene00008387	1
WBGene00008388	8
WBGene00008389	11
WBGene00008390	9
WBGene00008392	10
WBGene00008393	13
WBGene00008394	13
WBGene00008395	8
WBGene00008396	0
WBGene00008397	2
WBGene00008398	1
WBGene00008399	7
WBGene00008400	1
WBGene00008401	3
WBGene00008402	2
WBGene00008403	2
WBGene00008404	1
WBGene00008405	1
WBGene00008407	2
WBGene00008408	2
WBGene00008409	2
WBGene00008410	1
WBGene00008411	1
WBGene00008412	1
WBGene00008413	2
WBGene00008414	1
WBGene00008415	1
WBGene00008417	7
WBGene00008418	4
WBGene00008419	2
WBGene00008420	9
WBGene00008421	4
WBGene00008422	2
WBGene00008423	1
WBGene00008424	1
WBGene00008425	1
WBGene00008426	1
WBGene00008427	2
WBGene00008428	2
WBGene00008429	2
WBGene00008430	1
WBGene00008431	1
WBGene00008432	8
WBGene00008433	2
WBGene00008434	10
WBGene00008435	1
WBGene00008436	2
WBGene00008438	2
WBGene00008439	1
WBGene00008440	11
WBGene00008441	2
WBGene00008442	11
WBGene00008443	1
WBGene00008444	1
WBGene00008446	2
WBGene00008447	9
WBGene00008448	2
WBGene00008449	1
WBGene00008450	1
WBGene00008451	2
WBGene00008452	1
WBGene00008453	2
WBGene00008454	7
WBGene00008455	1
WBGene00008456	1
WBGene00008457	2
WBGene00008458	1
WBGene00008459	1
WBGene00008460	0
WBGene00008462	4
WBGene00008463	0
WBGene00008464	13
WBGene00008470	12
WBGene00008471	6
WBGene00008472	4
WBGene00008473	2
WBGene00008474	13
WBGene00008475	4
WBGene00008476	1
WBGene00008477	4
WBGene00008478	6
WBGene00008479	2
WBGene00008480	1
WBGene00008481	2
WBGene00008482	2
WBGene00008483	0
WBGene00008484	7
WBGene00008485	3
WBGene00008486	3
WBGene00008488	1
WBGene00008489	5
WBGene00008490	2
WBGene00008491	3
WBGene00008492	2
WBGene00008493	2
WBGene00008494	2
WBGene00008495	2
WBGene00008496	2
WBGene00008497	2
WBGene00008498	2
WBGene00008499	2
WBGene00008500	8
WBGene00008502	1
WBGene00008503	6
WBGene00008504	2
WBGene00008505	1
WBGene00008506	1
WBGene00008507	10
WBGene00008508	8
WBGene00008509	1
WBGene00008510	5
WBGene00008511	2
WBGene00008512	2
WBGene00008513	11
WBGene00008514	1
WBGene00008515	6
WBGene00008516	2
WBGene00008517	0
WBGene00008518	5
WBGene00008519	2
WBGene00008520	7
WBGene00008521	3
WBGene00008522	5
WBGene00008523	0
WBGene00008524	0
WBGene00008526	8
WBGene00008527	11
WBGene00008528	2
WBGene00008529	11
WBGene00008530	2
WBGene00008531	2
WBGene00008532	2
WBGene00008533	1
WBGene00008535	13
WBGene00008536	13
WBGene00008538	1
WBGene00008539	4
WBGene00008540	4
WBGene00008541	7
WBGene00008542	2
WBGene00008543	2
WBGene00008545	2
WBGene00008546	1
WBGene00008547	2
WBGene00008548	1
WBGene00008549	12
WBGene00008550	10
WBGene00008551	2
WBGene00008552	5
WBGene00008553	4
WBGene00008554	6
WBGene00008555	1
WBGene00008556	8
WBGene00008557	12
WBGene00008558	4
WBGene00008559	5
WBGene00008560	2
WBGene00008561	7
WBGene00008563	0
WBGene00008564	3
WBGene00008565	3
WBGene00008566	3
WBGene00008567	3
WBGene00008568	2
WBGene00008569	13
WBGene00008570	3
WBGene00008571	2
WBGene00008572	6
WBGene00008574	12
WBGene00008575	13
WBGene00008576	11
WBGene00008577	0
WBGene00008578	2
WBGene00008579	6
WBGene00008580	8
WBGene00008581	2
WBGene00008582	4
WBGene00008583	2
WBGene00008584	8
WBGene00008585	1
WBGene00008586	1
WBGene00008587	0
WBGene00008588	2
WBGene00008589	5
WBGene00008590	0
WBGene00008591	1
WBGene00008592	1
WBGene00008593	3
WBGene00008594	3
WBGene00008595	3
WBGene00008596	3
WBGene00008597	3
WBGene00008598	6
WBGene00008599	4
WBGene00008600	10
WBGene00008601	2
WBGene00008602	2
WBGene00008603	10
WBGene00008604	2
WBGene00008605	1
WBGene00008606	2
WBGene00008607	2
WBGene00008609	1
WBGene00008610	4
WBGene00008611	12
WBGene00008612	12
WBGene00008613	12
WBGene00008615	4
WBGene00008616	12
WBGene00008617	0
WBGene00008618	12
WBGene00008619	12
WBGene00008620	13
WBGene00008621	2
WBGene00008622	5
WBGene00008623	10
WBGene00008624	2
WBGene00008625	1
WBGene00008626	5
WBGene00008627	4
WBGene00008628	1
WBGene00008629	2
WBGene00008630	11
WBGene00008631	13
WBGene00008632	12
WBGene00008633	12
WBGene00008634	7
WBGene00008636	13
