age	ID	ageN
N7	G020257	5
N7	G008016	5
N7	G025676	5
N7	G028287	5
N7	G008017	5
N7	G020256	5
N7	G025672	5
N7	G025674	5
N7	G025670	5
N7	G010111	5
N7	G020210	5
N7	G016200	5
N7	G016202	5
N7	G006263	5
N7	G006266	5
N7	G027587	5
N7	G019503	5
N7	G028463	5
N7	G007846	5
N7	G011566	5
N7	G011596	5
N7	G010921	5
N7	G000419	5
N7	G009798	5
N7	G013378	5
N7	G014588	5
N7	G004968	5
N7	G026565	5
N7	G003236	5
N7	G002038	5
N7	G001910	5
N7	G009070	5
N7	G002035	5
N7	G011450	5
N7	G011924	5
N7	G019226	5
N7	G005890	5
N7	G013357	5
N7	G013366	5
N7	G022635	5
N7	G022638	5
N7	G009396	5
N7	G012022	5
N7	G012023	5
N7	G012024	5
N7	G012020	5
N7	G022138	5
N7	G026224	5
N7	G009681	5
N7	G009185	5
N7	G006229	5
N7	G024957	5
N7	G013847	5
N7	G023924	5
N7	G014821	5
N7	G014819	5
N7	G006864	5
N7	G006890	5
N7	G006877	5
N7	G006883	5
N7	G006810	5
N7	G019588	5
N7	G019587	5
N7	G019577	5
N7	G019575	5
N7	G013034	5
N7	G007533	5
N7	G007531	5
N7	G007582	5
N7	G017729	5
N7	G023601	5
N7	G024029	5
N7	G022962	5
N7	G022349	5
N7	G022530	5
N7	G022528	5
N7	G011583	5
N7	G018507	5
N7	G008393	5
N7	G026507	5
N7	G018215	5
N7	G027773	5
N7	G027772	5
N7	G007456	5
N7	G003988	5
N7	G020663	5
N7	G010259	5
N7	G026331	5
N7	G012604	5
N7	G012619	5
N7	G012615	5
N7	G012608	5
N7	G018265	5
N7	G018874	5
N7	G020286	5
N7	G006744	5
N7	G005629	5
N7	G009910	5
N7	G024476	5
N7	G003592	5
N7	G007527	5
N7	G027352	5
N7	G005004	5
N7	G016022	5
N7	G020713	5
N7	G025495	5
N7	G014489	5
N7	G023546	5
N7	G023148	5
N7	G016244	5
N7	G019445	5
N7	G005708	5
N7	G017024	5
N7	G016981	5
N7	G013358	5
N7	G014214	5
N7	G010102	5
N7	G015037	5
N7	G013086	5
N7	G013121	5
N7	G017657	5
N7	G024768	5
N7	G009843	5
N7	G015979	5
N7	G008435	5
N7	G007752	5
N7	G022880	5
N7	G006182	5
N7	G003379	5
N7	G003553	5
N7	G004476	5
N7	G009892	5
N7	G001448	5
N7	G003385	5
N7	G027364	5
N7	G028163	5
N7	G020972	5
N7	G005214	5
N7	G008558	5
N7	G008587	5
N7	G008419	5
N7	G009988	5
N7	G021728	5
N7	G017566	5
N7	G019895	5
N7	G026232	5
N7	G012678	5
N7	G021501	5
N7	G012178	5
N7	G016878	5
N7	G020900	5
N7	G020899	5
N7	G010803	5
N7	G020974	5
N7	G022219	5
N7	G019897	5
N7	G021001	5
N7	G008510	5
N7	G004880	5
N7	G004887	5
N7	G008674	5
N7	G020272	5
N7	G001496	5
N7	G001497	5
N7	G026209	5
N7	G026211	5
N7	G021027	5
N7	G023821	5
N7	G001706	5
N7	G004573	5
N7	G020771	5
N7	G011096	5
N7	G009450	5
N7	G001405	5
N7	G023921	5
N7	G015757	5
N7	G008264	5
N7	G022771	5
N7	G016122	5
N7	G001551	5
N7	G018315	5
N7	G002666	5
N7	G021655	5
N7	G025813	5
N7	G004174	5
N7	G023357	5
N7	G023359	5
N7	G002746	5
N7	G016545	5
N7	G011803	5
N7	G004871	5
N7	G020287	5
N7	G022307	5
N7	G022180	5
N7	G022744	5
N7	G009891	5
N7	G022003	5
N7	G025346	5
N7	G007466	5
N7	G009679	5
N7	G005709	5
N7	G011200	5
N7	G025284	5
N7	G023513	5
N7	G004295	5
N7	G005830	5
N7	G017039	5
N7	G018218	5
N7	G002245	5
N7	G004294	5
N7	G012922	5
N7	G020810	5
N7	G026356	5
N7	G016970	5
N7	G021579	5
N7	G020792	5
N7	G022978	5
N7	G022516	5
N7	G023312	5
N7	G023311	5
N7	G007132	5
N7	G018597	5
N7	G011241	5
N7	G014602	5
N7	G008919	5
N7	G016178	5
N7	G024024	5
N7	G019498	5
N7	G001797	5
N7	G022920	5
N7	G006120	5
N7	G021540	5
N7	G025355	5
N7	G011900	5
N7	G027918	5
N7	G011830	5
N7	G016805	5
N7	G007821	5
N7	G011822	5
N7	G004231	5
N7	G002469	5
N7	G003717	5
N7	G024958	5
N7	G023221	5
N7	G016765	5
N7	G008326	5
N7	G020742	5
N7	G004285	5
N7	G019836	5
N7	G014376	5
N7	G025967	5
N7	G008358	5
N7	G028584	5
N7	G012305	5
N7	G001446	5
N7	G013960	5
N7	G016435	5
N7	G014763	5
N7	G021946	5
N7	G024974	5
N7	G002036	5
N7	G025045	5
N7	G013135	5
N7	G000095	5
N7	G000096	5
N7	G000102	5
N5	G003387	4
N5	G023338	4
N5	G026013	4
N5	G020177	4
N5	G023419	4
N5	G013239	4
N5	G013222	4
N5	G013226	4
N5	G013225	4
N5	G013224	4
N5	G013223	4
N5	G023672	4
N5	G023671	4
N5	G025657	4
N5	G025655	4
N5	G024307	4
N5	G004278	4
N5	G013115	4
N5	G013095	4
N5	G013097	4
N5	G019598	4
N5	G020437	4
N5	G023203	4
N5	G020228	4
N5	G000597	4
N5	G000553	4
N5	G021205	4
N5	G015392	4
N5	G015391	4
N5	G015378	4
N5	G011724	4
N5	G022213	4
N5	G013280	4
N5	G025626	4
N5	G025625	4
N5	G014887	4
N5	G015170	4
N5	G026396	4
N5	G018797	4
N5	G015712	4
N5	G027201	4
N5	G019537	4
N5	G006521	4
N5	G023080	4
N5	G013744	4
N5	G025562	4
N5	G014394	4
N5	G016963	4
N5	G023860	4
N5	G008900	4
N5	G008902	4
N5	G008901	4
N5	G017303	4
N5	G002130	4
N5	G007408	4
N5	G028439	4
N5	G028438	4
N5	G028388	4
N5	G005754	4
N5	G006667	4
N5	G016344	4
N5	G025905	4
N5	G018863	4
N5	G007738	4
N5	G001264	4
N5	G016299	4
N5	G007136	4
N5	G011950	4
N5	G013439	4
N5	G018962	4
N5	G000013	4
N5	G013438	4
N5	G019807	4
N5	G006599	4
N5	G014401	4
N5	G008285	4
N5	G015162	4
N5	G005400	4
N5	G015366	4
N5	G003057	4
N5	G006710	4
N5	G015367	4
N5	G016276	4
N5	G009908	4
N5	G015365	4
N5	G012947	4
N5	G016143	4
N5	G008281	4
N5	G010181	4
N5	G016275	4
N5	G028437	4
N5	G014548	4
N5	G022057	4
N5	G011906	4
N5	G018297	4
N5	G019052	4
N5	G016223	4
N5	G016230	4
N5	G022606	4
N5	G018525	4
N5	G022032	4
N5	G004712	4
N5	G004684	4
N5	G004685	4
N5	G004711	4
N5	G019885	4
N5	G004742	4
N5	G017011	4
N5	G009288	4
N5	G018164	4
N5	G009717	4
N5	G018163	4
N5	G024510	4
N5	G022802	4
N5	G023185	4
N5	G006649	4
N5	G006664	4
N5	G006662	4
N5	G006659	4
N5	G021850	4
N5	G006522	4
N5	G006514	4
N5	G005247	4
N5	G005481	4
N5	G016756	4
N5	G016755	4
N5	G006918	4
N5	G013829	4
N5	G002769	4
N5	G027069	4
N5	G024890	4
N5	G009918	4
N5	G002889	4
N5	G012310	4
N5	G008173	4
N5	G005747	4
N5	G015292	4
N5	G011971	4
N5	G002999	4
N5	G003003	4
N5	G019851	4
N5	G018511	4
N5	G000937	4
N5	G000804	4
N5	G001043	4
N5	G000876	4
N5	G000859	4
N5	G000936	4
N5	G000907	4
N5	G000920	4
N5	G000938	4
N5	G014907	4
N5	G014905	4
N5	G014881	4
N5	G014882	4
N5	G015082	4
N5	G001045	4
N5	G001042	4
N5	G001046	4
N5	G001041	4
N5	G001167	4
N5	G001102	4
N5	G001103	4
N5	G001389	4
N5	G001400	4
N5	G001391	4
N5	G001388	4
N5	G001403	4
N5	G001399	4
N5	G001398	4
N5	G001397	4
N5	G001396	4
N5	G001307	4
N5	G024452	4
N5	G024461	4
N5	G024451	4
N5	G001309	4
N5	G004551	4
N5	G004471	4
N5	G004470	4
N5	G004464	4
N5	G012278	4
N5	G015361	4
N5	G015358	4
N5	G024614	4
N5	G015696	4
N5	G019687	4
N5	G020790	4
N5	G019688	4
N5	G019695	4
N5	G019693	4
N5	G020545	4
N5	G020544	4
N5	G020566	4
N5	G020565	4
N5	G019717	4
N5	G019685	4
N5	G019684	4
N5	G005620	4
N5	G007009	4
N5	G019710	4
N5	G019887	4
N5	G019690	4
N5	G017240	4
N5	G015498	4
N5	G015506	4
N5	G024201	4
N5	G011395	4
N5	G000518	4
N5	G018783	4
N5	G018786	4
N5	G018820	4
N5	G018756	4
N5	G018740	4
N5	G018750	4
N5	G018745	4
N5	G018766	4
N5	G018751	4
N5	G018767	4
N5	G028102	4
N5	G028107	4
N5	G001345	4
N5	G001346	4
N5	G026121	4
N5	G026115	4
N5	G026133	4
N5	G026131	4
N5	G026128	4
N5	G026119	4
N5	G026090	4
N5	G027751	4
N5	G027761	4
N5	G010152	4
N5	G014940	4
N5	G024122	4
N5	G022857	4
N5	G014529	4
N5	G020214	4
N5	G021747	4
N5	G014695	4
N5	G021767	4
N5	G012676	4
N5	G027475	4
N5	G007892	4
N5	G010355	4
N5	G015258	4
N5	G027387	4
N5	G015259	4
N5	G016822	4
N5	G002094	4
N5	G001973	4
N5	G022556	4
N5	G002825	4
N5	G026084	4
N5	G026247	4
N5	G016346	4
N5	G020048	4
N5	G007838	4
N5	G003420	4
N5	G025582	4
N5	G003407	4
N5	G003409	4
N5	G003417	4
N5	G003418	4
N5	G003421	4
N5	G022769	4
N5	G004506	4
N5	G004507	4
N5	G022121	4
N5	G026514	4
N5	G022111	4
N5	G022113	4
N5	G002986	4
N5	G002983	4
N5	G015126	4
N5	G015102	4
N5	G024023	4
N5	G015848	4
N5	G014431	4
N5	G013402	4
N5	G023628	4
N5	G018393	4
N5	G006068	4
N5	G022654	4
N5	G009220	4
N5	G019986	4
N5	G011392	4
N5	G012296	4
N5	G011246	4
N5	G025864	4
N5	G026257	4
N5	G026258	4
N5	G026248	4
N5	G026246	4
N5	G011854	4
N5	G011860	4
N5	G010718	4
N5	G010720	4
N5	G013595	4
N5	G010716	4
N5	G010706	4
N5	G010660	4
N5	G010719	4
N5	G027070	4
N5	G010511	4
N5	G011671	4
N5	G020289	4
N5	G017193	4
N5	G006364	4
N5	G021998	4
N5	G000997	4
N5	G002851	4
N5	G014756	4
N5	G027910	4
N5	G026393	4
N5	G000080	4
N5	G010249	4
N5	G000079	4
N5	G026712	4
N5	G018103	4
N5	G018463	4
N5	G026711	4
N5	G018464	4
N5	G011490	4
N5	G021421	4
N5	G002699	4
N5	G011866	4
N5	G009787	4
N5	G013253	4
N5	G002700	4
N5	G001199	4
N5	G023109	4
N5	G024669	4
N5	G004207	4
N5	G004205	4
N5	G004206	4
N5	G022176	4
N5	G000024	4
N5	G007298	4
N5	G007303	4
N5	G018676	4
N5	G018675	4
N5	G006154	4
N5	G000088	4
N5	G000038	4
N5	G000039	4
N5	G004779	4
N5	G010957	4
N5	G028073	4
N5	G013722	4
N5	G026798	4
N5	G026797	4
N5	G008080	4
N5	G008079	4
N5	G003128	4
N5	G008081	4
N5	G017853	4
N5	G025846	4
N5	G015654	4
N5	G015070	4
N5	G026777	4
N5	G025978	4
N5	G002772	4
N5	G001275	4
N5	G016485	4
N5	G009300	4
N5	G018941	4
N5	G020616	4
N5	G023360	4
N5	G003044	4
N5	G000211	4
N5	G006862	4
N5	G002095	4
N5	G002096	4
N5	G000212	4
N5	G003045	4
N5	G002093	4
N5	G006861	4
N5	G013542	4
N5	G003351	4
N5	G013395	4
N5	G021451	4
N5	G021460	4
N5	G022767	4
N5	G027668	4
N5	G020166	4
N5	G020546	4
N5	G020548	4
N5	G020547	4
N5	G024629	4
N5	G024644	4
N5	G024626	4
N5	G024633	4
N5	G018882	4
N5	G018885	4
N5	G014627	4
N5	G004225	4
N5	G003129	4
N5	G003217	4
N5	G020586	4
N5	G020585	4
N5	G016989	4
N5	G005538	4
N5	G013469	4
N5	G000816	4
N5	G019636	4
N5	G000817	4
N5	G000823	4
N5	G000618	4
N5	G002568	4
N5	G000153	4
N5	G000152	4
N5	G025825	4
N5	G009477	4
N5	G009483	4
N5	G004451	4
N5	G004450	4
N5	G004333	4
N5	G027650	4
N5	G024578	4
N5	G003464	4
N5	G003470	4
N5	G003463	4
N5	G003477	4
N5	G003440	4
N5	G020707	4
N5	G005492	4
N5	G024776	4
N5	G027345	4
N5	G007083	4
N5	G013042	4
N5	G019100	4
N5	G022449	4
N5	G022447	4
N5	G010786	4
N5	G022430	4
N5	G017202	4
N5	G002922	4
N5	G017031	4
N5	G022429	4
N5	G022428	4
N5	G017884	4
N5	G016857	4
N5	G004187	4
N5	G015072	4
N5	G004149	4
N5	G008455	4
N5	G013201	4
N5	G026609	4
N5	G027360	4
N5	G025003	4
N5	G008575	4
N5	G020201	4
N5	G008566	4
N5	G008645	4
N5	G008656	4
N5	G017628	4
N5	G002442	4
N5	G006181	4
N5	G006956	4
N5	G006958	4
N5	G006961	4
N5	G006957	4
N5	G018108	4
N5	G021544	4
N5	G028501	4
N5	G012965	4
N5	G012968	4
N5	G012966	4
N5	G012967	4
N5	G012680	4
N5	G012639	4
N5	G002250	4
N5	G006387	4
N5	G014493	4
N5	G014502	4
N5	G014497	4
N5	G014496	4
N5	G014500	4
N5	G014494	4
N5	G007189	4
N5	G007192	4
N5	G006699	4
N5	G006698	4
N5	G003828	4
N5	G023090	4
N5	G006111	4
N5	G006110	4
N5	G026979	4
N5	G007220	4
N5	G017298	4
N5	G004969	4
N5	G004975	4
N5	G004966	4
N5	G008796	4
N5	G004967	4
N5	G005039	4
N5	G019071	4
N5	G022409	4
N5	G026996	4
N5	G027006	4
N5	G026332	4
N5	G012841	4
N5	G028617	4
N5	G002462	4
N5	G019900	4
N5	G014872	4
N5	G001478	4
N5	G005555	4
N5	G001082	4
N5	G001337	4
N5	G003685	4
N5	G015432	4
N5	G005382	4
N5	G003684	4
N5	G005381	4
N5	G027949	4
N5	G027020	4
N5	G000406	4
N5	G001648	4
N5	G027436	4
N5	G005778	4
N5	G006014	4
N5	G016181	4
N5	G014667	4
N5	G027419	4
N5	G010823	4
N5	G019552	4
N5	G019778	4
N5	G021819	4
N5	G021814	4
N5	G021820	4
N5	G023618	4
N5	G022460	4
N5	G018957	4
N5	G024302	4
N5	G024303	4
N5	G023540	4
N5	G013550	4
N5	G010504	4
N5	G009077	4
N5	G012560	4
N5	G026558	4
N5	G008659	4
N5	G019481	4
N5	G015756	4
N5	G012881	4
N5	G002642	4
N5	G023651	4
N5	G022848	4
N5	G001799	4
N5	G013741	4
N5	G007751	4
N5	G013748	4
N5	G028621	4
N5	G018548	4
N5	G020495	4
N5	G025513	4
N5	G001598	4
N5	G020915	4
N5	G026477	4
N5	G005206	4
N5	G028645	4
N5	G017438	4
N5	G017460	4
N5	G008509	4
N5	G000629	4
N5	G009837	4
N5	G014558	4
N5	G020264	4
N5	G027667	4
N5	G027655	4
N5	G027654	4
N5	G003724	4
N5	G027659	4
N5	G027651	4
N5	G002202	4
N5	G003293	4
N5	G025993	4
N5	G001249	4
N5	G011960	4
N5	G017084	4
N5	G017085	4
N5	G017097	4
N5	G017088	4
N5	G017089	4
N5	G017090	4
N5	G017093	4
N5	G017075	4
N5	G017074	4
N5	G017072	4
N5	G017073	4
N5	G017081	4
N5	G009049	4
N5	G009050	4
N5	G008967	4
N5	G009037	4
N5	G008942	4
N5	G008939	4
N5	G008968	4
N5	G008940	4
N5	G026709	4
N5	G026713	4
N5	G012225	4
N5	G012239	4
N5	G022881	4
N5	G008414	4
N5	G007944	4
N5	G007943	4
N5	G007941	4
N5	G007929	4
N5	G007948	4
N5	G008092	4
N5	G016759	4
N5	G026529	4
N5	G022392	4
N5	G022374	4
N5	G022380	4
N5	G025291	4
N5	G014831	4
N5	G014830	4
N5	G009432	4
N5	G009654	4
N5	G009557	4
N5	G025247	4
N5	G008036	4
N5	G009529	4
N5	G026109	4
N5	G026102	4
N5	G014890	4
N5	G009530	4
N5	G003354	4
N5	G003355	4
N5	G008490	4
N5	G002974	4
N5	G013952	4
N5	G022073	4
N5	G010287	4
N5	G005614	4
N5	G014823	4
N5	G014824	4
N5	G014825	4
N5	G014826	4
N5	G009985	4
N5	G007348	4
N5	G017576	4
N5	G008920	4
N5	G008010	4
N5	G002488	4
N5	G014421	4
N5	G018896	4
N5	G008258	4
N5	G012856	4
N5	G013010	4
N5	G028283	4
N5	G015636	4
N5	G003068	4
N5	G015480	4
N5	G008257	4
N5	G015091	4
N5	G003427	4
N5	G016477	4
N5	G015447	4
N5	G015163	4
N5	G015635	4
N5	G015090	4
N5	G015609	4
N5	G024734	4
N5	G028448	4
N5	G018780	4
N5	G008011	4
N5	G026788	4
N5	G008922	4
N5	G007362	4
N5	G001185	4
N5	G016947	4
N5	G016945	4
N5	G016953	4
N5	G016948	4
N5	G008960	4
N5	G020834	4
N5	G004018	4
N5	G027609	4
N5	G024862	4
N5	G024535	4
N5	G004228	4
N5	G011461	4
N5	G006286	4
N5	G004869	4
N5	G024878	4
N5	G005661	4
N5	G020827	4
N5	G020820	4
N5	G020821	4
N5	G020825	4
N5	G020822	4
N5	G016149	4
N5	G016332	4
N5	G019188	4
N5	G017876	4
N5	G009214	4
N5	G015307	4
N5	G022948	4
N5	G024948	4
N5	G007530	4
N5	G013783	4
N5	G013787	4
N5	G020776	4
N5	G017147	4
N5	G005654	4
N5	G005653	4
N5	G021508	4
N5	G027303	4
N5	G020911	4
N5	G020914	4
N5	G020912	4
N5	G007829	4
N5	G027988	4
N5	G011453	4
N5	G004160	4
N5	G005165	4
N5	G024665	4
N5	G024666	4
N5	G005167	4
N5	G018707	4
N5	G005885	4
N5	G028648	4
N5	G012109	4
N5	G007268	4
N5	G025358	4
N5	G025359	4
N5	G011810	4
N5	G023719	4
N5	G019128	4
N5	G023548	4
N5	G001754	4
N5	G011014	4
N5	G001755	4
N5	G015135	4
N5	G010710	4
N5	G007532	4
N5	G023608	4
N5	G022667	4
N5	G014403	4
N5	G014400	4
N5	G014323	4
N5	G014324	4
N5	G004222	4
N5	G014104	4
N5	G010867	4
N5	G002745	4
N5	G006794	4
N5	G020060	4
N5	G015719	4
N5	G010991	4
N5	G023479	4
N5	G026644	4
N5	G018178	4
N5	G017633	4
N5	G017673	4
N5	G016709	4
N5	G009375	4
N5	G016951	4
N5	G013812	4
N5	G006892	4
N5	G010499	4
N5	G026383	4
N5	G004513	4
N5	G012936	4
N5	G016729	4
N5	G011575	4
N5	G020613	4
N5	G011298	4
N5	G006142	4
N5	G010472	4
N5	G026793	4
N5	G025173	4
N5	G013407	4
N5	G015060	4
N5	G015956	4
N5	G002499	4
N5	G014899	4
N5	G002500	4
N5	G028236	4
N5	G019021	4
N5	G018801	4
N5	G018147	4
N5	G002835	4
N5	G011656	4
N5	G007712	4
N5	G011996	4
N5	G013697	4
N5	G025027	4
N5	G011073	4
N5	G022956	4
N5	G024095	4
N5	G027437	4
N5	G016132	4
N5	G009926	4
N5	G009931	4
N5	G025252	4
N5	G010172	4
N5	G007673	4
N5	G007664	4
N5	G007674	4
N5	G010191	4
N5	G013181	4
N5	G008294	4
N5	G002604	4
N5	G027936	4
N5	G004816	4
N5	G004818	4
N5	G004805	4
N5	G004943	4
N5	G021087	4
N5	G028370	4
N5	G025824	4
N5	G000154	4
N5	G002789	4
N5	G011174	4
N5	G025583	4
N5	G017252	4
N5	G010358	4
N5	G019908	4
N5	G020380	4
N5	G015328	4
N5	G028714	4
N5	G017264	4
N5	G002917	4
N5	G010324	4
N5	G027943	4
N5	G014283	4
N5	G009006	4
N5	G014659	4
N5	G020786	4
N5	G022621	4
N5	G001561	4
N5	G002973	4
N5	G018405	4
N5	G024162	4
N5	G006343	4
N5	G001429	4
N5	G005326	4
N5	G005096	4
N5	G023963	4
N5	G024000	4
N5	G019077	4
N5	G028271	4
N5	G028272	4
N5	G028273	4
N5	G006802	4
N5	G006803	4
N5	G006801	4
N5	G006805	4
N5	G013061	4
N5	G017153	4
N5	G001877	4
N5	G010850	4
N5	G020847	4
N5	G022483	4
N5	G013569	4
N5	G007734	4
N5	G013568	4
N5	G020389	4
N5	G008115	4
N5	G004508	4
N5	G003007	4
N5	G009730	4
N5	G023759	4
N5	G014490	4
N5	G025480	4
N5	G025803	4
N5	G024509	4
N5	G025802	4
N5	G002460	4
N5	G002461	4
N5	G009153	4
N5	G027930	4
N5	G010498	4
N5	G006894	4
N5	G013811	4
N5	G019351	4
N5	G005203	4
N5	G006197	4
N5	G002234	4
N5	G008643	4
N5	G008650	4
N5	G008648	4
N5	G022968	4
N5	G020888	4
N5	G011351	4
N5	G013826	4
N5	G004123	4
N5	G026513	4
N5	G005565	4
N5	G002798	4
N5	G005140	4
N5	G027112	4
N5	G005364	4
N5	G011571	4
N5	G011569	4
N5	G011572	4
N5	G018989	4
N5	G025845	4
N5	G000431	4
N5	G003858	4
N5	G003070	4
N5	G005038	4
N5	G002931	4
N5	G019164	4
N5	G002708	4
N5	G008663	4
N5	G010299	4
N5	G021224	4
N5	G018796	4
N5	G020602	4
N5	G015398	4
N5	G015411	4
N5	G015407	4
N5	G021301	4
N5	G004824	4
N5	G004072	4
N5	G024044	4
N5	G013686	4
N5	G026385	4
N5	G014170	4
N5	G026239	4
N5	G003852	4
N5	G027261	4
N5	G007836	4
N5	G003741	4
N5	G026240	4
N5	G027262	4
N5	G004137	4
N5	G024655	4
N5	G018041	4
N5	G007885	4
N5	G022589	4
N5	G025164	4
N5	G006124	4
N5	G012485	4
N5	G006123	4
N5	G019159	4
N5	G000256	4
N5	G014151	4
N5	G026193	4
N5	G028541	4
N5	G012484	4
N5	G014234	4
N5	G019315	4
N5	G011067	4
N5	G014250	4
N5	G013083	4
N5	G014372	4
N5	G014371	4
N5	G014370	4
N5	G001856	4
N5	G001855	4
N5	G025885	4
N5	G002076	4
N5	G002075	4
N5	G001138	4
N5	G001713	4
N5	G017514	4
N5	G026375	4
N5	G011867	4
N5	G001540	4
N5	G021687	4
N5	G004057	4
N5	G004059	4
N5	G004058	4
N5	G004067	4
N5	G016320	4
N5	G006505	4
N5	G026442	4
N5	G003731	4
N5	G023956	4
N5	G017562	4
N5	G012734	4
N5	G020281	4
N5	G002024	4
N5	G006047	4
N5	G008896	4
N5	G024580	4
N5	G024584	4
N5	G024587	4
N5	G024586	4
N5	G024583	4
N5	G026182	4
N5	G024530	4
N5	G024533	4
N5	G024536	4
N5	G024525	4
N5	G022926	4
N5	G019725	4
N5	G014155	4
N5	G019316	4
N5	G025499	4
N5	G018329	4
N5	G022907	4
N5	G016483	4
N5	G025979	4
N5	G025301	4
N5	G002526	4
N5	G019169	4
N5	G018189	4
N5	G017305	4
N5	G020101	4
N5	G022411	4
N5	G022457	4
N5	G006344	4
N5	G015974	4
N5	G019455	4
N5	G004575	4
N5	G026831	4
N5	G015872	4
N5	G011649	4
N5	G010828	4
N5	G023922	4
N5	G007880	4
N5	G022100	4
N5	G008366	4
N5	G023682	4
N5	G015122	4
N5	G003924	4
N5	G011379	4
N5	G021659	4
N5	G021660	4
N5	G008824	4
N5	G007771	4
N5	G028357	4
N5	G007513	4
N5	G007499	4
N5	G001010	4
N5	G026447	4
N5	G026874	4
N5	G020441	4
N5	G001009	4
N5	G016959	4
N5	G021387	4
N5	G015285	4
N5	G001547	4
N5	G006955	4
N5	G015044	4
N5	G017561	4
N5	G017730	4
N5	G017725	4
N5	G016565	4
N5	G016496	4
N5	G028249	4
N5	G021376	4
N5	G013983	4
N5	G025376	4
N5	G014934	4
N5	G011828	4
N5	G011827	4
N5	G023566	4
N5	G012384	4
N5	G010481	4
N5	G022386	4
N5	G000312	4
N5	G012691	4
N5	G017587	4
N5	G028206	4
N5	G012067	4
N5	G004872	4
N5	G005998	4
N5	G010245	4
N5	G012538	4
N5	G008547	4
N5	G007383	4
N5	G012537	4
N5	G001966	4
N5	G001965	4
N5	G019444	4
N5	G026990	4
N5	G016662	4
N5	G008197	4
N5	G008198	4
N5	G028519	4
N5	G003486	4
N5	G028518	4
N5	G016661	4
N5	G024767	4
N5	G005273	4
N5	G013356	4
N5	G010341	4
N5	G018979	4
N5	G002976	4
N5	G015100	4
N5	G017319	4
N5	G001188	4
N5	G017309	4
N5	G005272	4
N5	G024766	4
N5	G024295	4
N5	G010340	4
N5	G005022	4
N5	G024304	4
N5	G023734	4
N5	G006099	4
N5	G003642	4
N5	G018171	4
N5	G018377	4
N5	G020323	4
N5	G024897	4
N5	G006056	4
N5	G007483	4
N5	G023700	4
N5	G004666	4
N5	G004700	4
N5	G019369	4
N5	G003170	4
N5	G016597	4
N5	G010857	4
N5	G010887	4
N5	G013700	4
N5	G005590	4
N5	G011518	4
N5	G000633	4
N5	G013851	4
N5	G001830	4
N5	G023195	4
N5	G023852	4
N5	G001552	4
N5	G022044	4
N5	G021171	4
N5	G024518	4
N5	G028246	4
N5	G021414	4
N5	G008290	4
N5	G008494	4
N5	G023063	4
N5	G024036	4
N5	G017344	4
N5	G009446	4
N5	G003585	4
N5	G016505	4
N5	G007274	4
N5	G023020	4
N5	G023024	4
N5	G023014	4
N5	G023021	4
N5	G023015	4
N5	G018985	4
N5	G018992	4
N5	G019017	4
N5	G019007	4
N5	G018998	4
N5	G019003	4
N5	G019005	4
N5	G019025	4
N5	G019034	4
N5	G019028	4
N5	G019012	4
N5	G011873	4
N5	G011883	4
N5	G001060	4
N5	G003827	4
N5	G026596	4
N5	G024945	4
N5	G016121	4
N5	G016501	4
N5	G020183	4
N5	G024911	4
N5	G024971	4
N5	G023337	4
N5	G023824	4
N5	G019539	4
N5	G015742	4
N5	G001011	4
N5	G013084	4
N5	G011068	4
N5	G017161	4
N5	G019158	4
N5	G025165	4
N5	G028540	4
N5	G012483	4
N5	G014150	4
N5	G026194	4
N5	G000511	4
N5	G015890	4
N5	G013092	4
N5	G018835	4
N5	G003529	4
N5	G007851	4
N5	G012492	4
N5	G011915	4
N5	G022264	4
N5	G014149	4
N5	G016186	4
N5	G007695	4
N5	G023702	4
N5	G023676	4
N5	G020202	4
N5	G016338	4
N5	G020045	4
N5	G026223	4
N5	G019176	4
N5	G013247	4
N5	G013149	4
N5	G023372	4
N5	G013039	4
N5	G028399	4
N5	G021713	4
N5	G021714	4
N5	G012153	4
N5	G017144	4
N5	G024137	4
N5	G019933	4
N5	G005322	4
N5	G004895	4
N5	G027864	4
N5	G022872	4
N5	G017143	4
N5	G027863	4
N5	G002051	4
N5	G020620	4
N5	G005371	4
N5	G004124	4
N5	G005321	4
N5	G002050	4
N5	G009427	4
N5	G014729	4
N5	G028144	4
N5	G011319	4
N5	G004091	4
N5	G014158	4
N5	G012533	4
N5	G017493	4
N5	G018202	4
N5	G000356	4
N5	G014157	4
N5	G017492	4
N5	G007164	4
N5	G000357	4
N5	G025473	4
N5	G021367	4
N5	G018026	4
N5	G025456	4
N5	G026397	4
N5	G007933	4
N5	G007936	4
N5	G007934	4
N5	G024169	4
N5	G024163	4
N5	G024159	4
N5	G024156	4
N5	G024161	4
N5	G024158	4
N5	G024145	4
N5	G024147	4
N5	G019231	4
N5	G026961	4
N5	G019086	4
N5	G008570	4
N5	G005062	4
N5	G003916	4
N5	G008214	4
N5	G026454	4
N5	G022686	4
N5	G010228	4
N5	G006097	4
N5	G015668	4
N5	G027046	4
N5	G009631	4
N5	G016196	4
N5	G000462	4
N5	G012624	4
N5	G012626	4
N5	G010506	4
N5	G011562	4
N5	G019225	4
N5	G020741	4
N5	G028124	4
N5	G005710	4
N5	G009511	4
N5	G003823	4
N5	G021061	4
N5	G027672	4
N5	G018300	4
N5	G007236	4
N5	G008926	4
N5	G008928	4
N5	G003934	4
N5	G020352	4
N5	G027658	4
N5	G013749	4
